data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,TTS_link_ID,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh,battery_price,technology_type,extensions_multiphase_id
Green Mountain Power,-1,50923_2157030611,-1,11-Aug-2020,4.48673684210526,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,05255,MANCHESTER CTR,VT,Green Mountain Power,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Enphase Energy,IQ7X-96-x-ACM-US [208V],-1.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.315,-1.0,-1.0,0,1.16842105263158,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113373341,-1,03-Oct-2013,5.39,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,95337,MANTECA,CA,Pacific Gas and Electric,0,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Trina Solar,TSM-245PA05,22,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,245.0,-1.0,-1.0,0.151388292432748,-1.0,-1.0,ABB,PVI-4.2-OUTD-S-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,4.2,-1.0,-1.0,0,1.28333333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-116157275,-1,12-Feb-2019,9.29324127906977,49662.0,0.0,RES,0,0,tts_extension_id_120597,-1,0,0,93662,SELMA,CA,Pacific Gas and Electric,1,Sunrun Inc.,0,204.0,-1.0,-1.0,21.0,-1,-1,"Jinko Solar Co., Ltd",JKM300M-60B,31,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,300.0,-1.0,-1.0,0.189873417721519,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.22022600828122,-1,-1,-1.0,-1.0,-1.0,pv-only,000000022BBCD0FC
Arizona Public Service,-1,71993,-1,15-Nov-2017,17.25,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85340,Litchfield Park,AZ,Arizona Public Service,1,Sunvalley Solar Solutions LLC,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-X21-345,-1,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,345.0,-1.0,-1.0,0.211563768999346,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,1.23214285714286,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Tucson Electric Power,-1,TEPDG-46912,-1,14-Jun-2022,13.53,50201.0,0.0,RES,0,0,-1,-1,-1,-1,85710,-1,AZ,Tucson Electric Power,-1,Freedom Forever,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Los Angeles Department of Water & Power,-1,LADWP-04696-Legacy,-1,08-Feb-2012,98.91,659429.0,145945.35,COM,0,0,-1,-1,-1,-1,90502,Torrance,CA,Los Angeles Department of Water  Power,0,Faith Technologies Inc,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Tucson Electric Power,-1,TEPDG-38408,-1,24-Aug-2021,7.875,22968.0,0.0,RES,0,0,-1,-1,-1,-1,85711,-1,AZ,Tucson Electric Power,-1,Tucson Solar Pros,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Public Utilities Regulatory Authority,-1,NON174807,-1,10-Aug-2022,-1.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,Naugatuck,CT,Connecticut Light  Power,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-121882103,-1,24-Aug-2021,7.92938388625592,37499.62,0.0,RES,0,0,-1,-1,0,0,94588,PLEASANTON,CA,Pacific Gas and Electric,0,Sunrun Inc.,0,189.0,-1.0,-1.0,25.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPH-360M,22,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.203389830508475,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.04114809430881,"LG Energy Solution, Ltd.",RESU10H,4.95,9.8,-1.0,pv+storage,-1
Los Angeles Department of Water & Power,-1,LADWP-24412,-1,23-Aug-2016,1.59,8109.0,383.0,RES,0,0,-1,0,0,-1,90019,Los Angeles,CA,Los Angeles Department of Water  Power,1,Tesla Energy,0,204.0,-1.0,-1.0,5.0,-1,-1,Kyocera Solar,KU265-6ZPA,6,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,265.0,-1.0,-1.0,0.167060361745573,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-Z-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,0.53,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-192730,-1,06-Feb-2019,5.04,21973.0,0.0,RES,0,0,-1,-1,0,0,92694,RCH MSN VIEJO,CA,San Diego Gas and Electric,0,Guyou Construction,0,140.0,-1.0,-1.0,15.0,-1,-1,LG Electronics Inc.,LG360Q1C-A5,14,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.215146299483649,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],14.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.5,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113398431,-1,26-Jun-2014,5.88,-1.0,0.0,RES,0,0,tts_extension_id_35517,-1,0,-1,93307,BAKERSFIELD,CA,Pacific Gas and Electric,1,Sunrun Inc.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Yingli Energy (China),YL245P-29B,24,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,245.0,-1.0,-1.0,0.149984695439241,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],24.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.13953488372093,-1,-1,-1.0,-1.0,-1.0,pv-only,00000000CD4F7542
California Public Utilities Commission,-1,PGE-INT-120238289,-1,23-Mar-2021,8.06,25160.79,0.0,RES,0,0,-1,-1,0,0,95691,WEST SACRAMENTO,CA,Pacific Gas and Electric,0,Tesla Energy,0,180.0,-1.0,-1.0,20.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G6+/SC 340,23,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,340.0,-1.0,-1.0,0.196531791907514,-1.0,-1.0,SolarEdge Technologies Ltd.,SE10000H-US [240V],1.0,Tesla Inc.,-1,1,-1,-1,-1,0,0,-1,-1,0,-1,-1,9.994,-1.0,-1.0,1,-1.0,Tesla Inc.,Powerwall 2.0,5.0,-1.0,-1.0,pv+storage,-1
California Public Utilities Commission,-1,PGE-INT-113348518,-1,27-Dec-2012,3.76,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,94561,Oakley,CA,Pacific Gas and Electric,0,Greg Gayler Construction,0,-1.0,-1.0,-1.0,-1.0,-1,-1,"CSI Solar Co., Ltd.",CS6P-235P,16,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,235.0,-1.0,-1.0,0.151731841411171,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],16.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.09302325581395,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Energy Commission,SCE-INT-SCE-50941,NS0022QI,08-Mar-2016,1.38,5049.0,1208.0,RES,0,0,tts_extension_id_58876,1,0,0,92507,Riverside,CA,Southern California Edison,0,Sunpower Corp,0,181.0,-1.0,-1.0,23.0,-1,-1,SunPower,SPR-230NE-BLK-D,6,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,230.0,-1.0,-1.0,0.184875273494834,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,000000012C15CA05
Xcel Energy,-1,SRO04059,-1,10-Dec-2021,5.58,10433.0,-1.0,RES,0,0,-1,-1,-1,-1,-1,-1,CO,Xcel Energy,1,redacted,-1,270.0,-1.0,-1.0,27.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.46842105263158,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-122971343,-1,24-Feb-2022,7.6,27284.0,0.0,RES,0,0,-1,-1,0,0,95677,ROCKLIN,CA,Pacific Gas and Electric,1,Bright Planet Solar,0,181.0,-1.0,-1.0,27.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9 380,20,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,380.0,-1.0,-1.0,0.208791208791209,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.2570294409527,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113465361,-1,05-Aug-2015,10.335,52708.5,0.0,RES,0,0,-1,-1,0,0,93314,BAKERSFIELD,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Kyocera Solar,KU265-6ZPA,39,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,265.0,-1.0,-1.0,0.167060361745573,-1.0,-1.0,Fronius International GmbH,Fronius Primo 3.8-1 208-240 [240V],1.0,Fronius International GmbH,FRONIUS PRIMO 5.0-1 208-240 [240V],1,-1,-1,-1,0,0,0,-1,1,1,-1,3.8,5.0,-1.0,0,1.17443181818182,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Illinois Power Agency,-1,9710,NON266274,27-Jan-2020,8.4,-1.0,0.0,RES,0,0,-1,-1,0,0,61550,Morton,IL,Ameren,0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.25,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-58743,-1,11-Jun-2014,4.25,-1.0,0.0,RES,0,0,-1,-1,-1,-1,91902,BONITA,CA,San Diego Gas and Electric,-1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Trina Solar,TSM-250PA05.18,17,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.154477849421171,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-294395 & SDGE-INT-294394,-1,13-Jan-2021,16.32,55763.0,0.0,RES,0,0,-1,-1,0,0,91902,BONITA,CA,San Diego Gas and Electric,0,Tesla Energy,0,231.0,-1.0,-1.0,20.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,48,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,340.0,-1.0,-1.0,0.196078431372549,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],2.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.07142857142857,-1,-1,15.0,-1.0,-1.0,pv+storage,-1
Salt River Project,-1,SRP-10252,-1,03-Mar-2022,6.46,21500.0,-1.0,RES,0,0,-1,-1,-1,-1,85345,Peoria,AZ,Salt River Project,0,Sunrun Inc.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,JA Solar,JAM60S10-340/MR,6,JA Solar,JAM60S10-340/MR,13,-1,-1,-1,0,Monocrystalline,Monocrystalline,-1,0,0,-1,0,0,-1,340.0,340.0,-1.0,0.208588957055215,0.208588957055215,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],19.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.41666666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-118917041,-1,14-May-2020,4.225,15560.68,0.0,RES,1,1,tts_extension_id_72077,-1,0,0,95301,ATWATER,CA,Pacific Gas and Electric,1,Freedom Forever,0,180.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G7 325,13,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,325.0,-1.0,-1.0,0.199386503067485,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,1.12756872164398,-1,-1,-1.0,-1.0,-1.0,pv-only,00000001629C8375
California Public Utilities Commission,California Public Utilities Commission & California Public Utilities Commission,PGE-INT-119185198,PGE-SGIP-2020-5308 & PGE-SGIP-2020-5308,01-Jul-2020,-1.0,18404.25,0.0,RES,1,1,tts_extension_id_57509,-1,-1,-1,94568,DUBLIN,CA,Pacific Gas and Electric,0,Tesla Energy,0,0.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Tesla Inc.,-1,2.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,Tesla Inc.,Powerwall 2.0,10.0,26.4,18404.25,storage-only,00000001268819BD
CPS Energy,-1,6867,-1,01-Jul-2016,4.76,17000.0,4919.53,RES,0,0,-1,-1,-1,-1,78109,San Antonio,TX,CPS Energy,-1,Global Efficient Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],17.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.16666666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Utah Office of Energy Development,-1,-1,-1,01-Jul-2021,10.22,36848.0,0.0,RES,0,0,-1,-1,-1,-1,84302,Perry,UT,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-164957,-1,01-May-2018,3.597,12275.0,0.0,RES,0,0,-1,-1,0,0,92120,SAN DIEGO,CA,San Diego Gas and Electric,0,Semper Solaris,0,296.0,-1.0,-1.0,15.0,-1,-1,SunPower,SPR-E20-327,11,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200613496932515,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,0.959967974379504,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113428487,-1,01-Jan-2015,6.76,-1.0,0.0,RES,0,0,-1,-1,0,-1,95961,PLUMAS LAKE,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC260PE,26,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.163846924120599,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.11809460800529,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJADRE1548838926,-1,10-Jun-2022,16.2,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08302,Bridgeton,NJ,AC Electric,0,Orbit Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
California Public Utilities Commission,-1,PGE-INT-124859840,-1,16-Nov-2022,8.0,25000.0,0.0,RES,0,0,-1,-1,0,0,94513,BRENTWOOD,CA,Pacific Gas and Electric,0,Calpro Solar,0,180.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10.A+ 400,20,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,400.0,-1.0,-1.0,0.208333333333333,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.05042016806723,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-500485604,-1,29-May-2014,8.6734693877551,-1.0,0.0,RES,0,0,-1,-1,0,0,93551,PALMDALE,CA,Southern California Edison,1,Verengo Inc,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ABB,PVI-4.2-OUTD-S-US-A [240V],2.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,4.2,-1.0,-1.0,0,1.03255587949465,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-120721333,-1,06-Apr-2021,5.04,18556.0,0.0,RES,0,0,-1,-1,0,0,94949,NOVATO,CA,Pacific Gas and Electric,0,Repower Santa Rosa,0,258.0,-1.0,-1.0,22.0,-1,-1,LG Electronics Inc.,LG360N1C-E6,14,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.201117318435754,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],14.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.24137931034483,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-163304,-1,30-Mar-2018,4.875,24960.0,0.0,RES,0,0,-1,-1,0,0,92116,SAN DIEGO,CA,San Diego Gas and Electric,0,Tesla Energy,0,180.0,-1.0,-1.0,5.0,-1,-1,SolarCity Corp,SC325,15,-1,-1,-1,-1,-1,-1,0,HIT-Si Thin Film,-1,-1,0,-1,-1,0,-1,-1,325.0,-1.0,-1.0,0.194114449879649,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Los Angeles Department of Water & Power,-1,LADWP-02535,-1,10-Jul-2012,3.6,17910.0,4389.0,RES,0,0,-1,0,0,-1,91335,Reseda,CA,Los Angeles Department of Water  Power,1,Tesla Energy,0,180.0,90.0,-1.0,23.0,25,-1,Yingli Energy (China),YL240P-29B,7,Yingli Energy (China),YL240P-29B,8,-1,-1,-1,0,Polycrystalline,Polycrystalline,-1,0,0,-1,0,0,-1,240.0,240.0,-1.0,0.14692378328742,0.14692378328742,-1.0,ABB,PVI-3.6-OUTD-S-US-Z-A [240V],1.0,ABB,PVI-3.6-OUTD-S-US-Z-A [240V],-1,-1,-1,-1,0,0,0,-1,1,1,-1,3.6,3.6,-1.0,0,1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-255605,-1,04-Jan-2022,16.79,81626.0,0.0,RES,0,0,-1,-1,0,0,91387,CANYON COUNTRY,CA,Southern California Edison,0,Kota Energy Group LLC,0,246.0,-1.0,-1.0,12.0,-1,-1,Solaria Corporation,SOLARIA POWERXT-365R-PD-L,46,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,365.0,-1.0,-1.0,0.201657458563536,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],46.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.25862068965517,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-120477560,-1,10-Feb-2021,6.035,21035.0,0.0,RES,0,0,-1,-1,0,0,94928,ROHNERT PARK,CA,Pacific Gas and Electric,0,Citadel Roofing,0,283.0,-1.0,-1.0,22.0,-1,-1,REC Solar,REC355AA Black,17,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,355.0,-1.0,-1.0,0.210059171597633,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],17.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.22413793103448,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,SCE-INT-NST-337999,301227,31-Oct-2022,4.62,20864.73,12486.0,RES,0,0,-1,-1,0,0,91706,Baldwin Park,CA,Southern California Edison,1,Grid Alternatives,0,90.0,-1.0,-1.0,22.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G7 330,16,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,330.0,-1.0,-1.0,0.202453987730061,-1.0,-1.0,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],14.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.290308654785156,-1.0,-1.0,0,1.13672119160284,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
