installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,zip_code,city,state,third_party_owned,self_installed,azimuth_1,module_quantity_1,additional_modules,BIPV_module_1,bifacial_module_1,lnameplate_capacity_module_1,nameplate_capacity_module_1,efficiency_module_1,inverter_quantity_1,additional_inverters,micro_inverter_1,built_in_meter_inverter_1,output_capacity_inverter_1,DC_optimizer,inverter_loading_ratio,state_id,lzip_code_id,zip_code_id,lzip_income,zip_income
12-Nov-18,0.9,7.92,4.604588894,40233.6,0,1,RES,0,0,93638,MADERA,CA,0,0,90,22,0,0,0,2.556302501,360,0.220723483,22,0,1,0,0.32,0,1.125,,4.343841687,22072,5.812294882,649075
8-Nov-18,1.03,10.8,4.473282548,29736,0,1,RES,0,0,2019,Bellingham,MA,0,0,179,36,0,0,0,2.477121255,300,0.189873418,1,0,0,1,7.616,1,1.418067227,,4.343172179,22038,5.809645892,645128
26-Jul-18,1.05,11.31,4.706675119,50895,0,1,RES,0,0,2019,Bellingham,MA,1,0,75,39,0,0,0,2.462397998,290,0.188341529,1,0,0,1,7.616,1,1.485031513,,4.343172179,22038,5.809645892,645128
26-Nov-18,1.05,11.16,4.712691782,51605,0,1,RES,0,0,2019,Bellingham,MA,0,0,140,36,0,0,0,2.491361694,310,0.190184049,1,0,0,1,11.39,1,0.979806848,,4.343172179,22038,5.809645892,645128
21-Sep-17,0.7,5.02,4.204119983,16000,3.489072121,3083.7,RES,0,0,78227,San Antonio,TX,-1,0,-1,17,0,0,0,2.469822016,295,0.184490306,1,0,0,1,5.052,1,0.993665875,,4.342896198,22024,5.808304846,643139
11-Sep-17,0.76,5.8,4.365487985,23200,3.499997575,3162.26,RES,0,0,78227,San Antonio,TX,-1,0,-1,20,0,0,0,2.462397998,290,0.182752338,1,0,0,1,5.052,1,1.148060174,,4.342896198,22024,5.808304846,643139
13-Jun-18,0.82,6.6,4.301029996,20000,0,1,RES,0,0,93612,CLOVIS,CA,0,0,180,22,0,0,0,2.477121255,300,0.187617261,22,0,1,0,0.23,0,1.304347826,,4.342856758,22022,5.808098163,642833
1-Jun-18,0.84,6.84,4.39104102,24606,0,1,RES,0,0,93612,CLOVIS,CA,0,0,167,19,0,0,0,2.556302501,360,0.220723483,19,0,1,0,0.32,0,1.125,,4.342856758,22022,5.808098163,642833
28-Jul-17,1.02,10.5,4.525044807,33500,0,1,RES,0,0,93612,CLOVIS,CA,0,0,206,28,0,0,0,2.574031268,375,0.197243846,1,0,0,1,9.94,1,1.056338028,,4.342856758,22022,5.808098163,642833
16-Feb-17,0.91,8.125,4.538636561,34565,0,1,RES,0,0,93612,CLOVIS,CA,0,0,90,25,0,0,0,2.525044807,335,0.200598802,1,0,0,1,7.625,1,1.06557377,,4.342856758,22022,5.808098163,642833
22-Mar-17,0.72,5.2,4.337439293,21749,0,1,RES,0,0,96080,RED BLUFF,CA,0,0,275,16,0,0,0,2.511883361,325,0.164974619,1,0,0,1,4.99,1,1.042084168,,4.342837037,22021,5.807986676,642668
4-Oct-17,0.93,8.58,4.429768424,26901,0,1,RES,0,0,96080,RED BLUFF,CA,0,0,180,26,0,0,0,2.51851394,330,0.178378378,26,0,1,0,0.27,0,1.222222222,,4.342837037,22021,5.807986676,642668
10-Jan-17,1.1,12.6,4.618884485,41580,0,1,RES,0,0,96080,RED BLUFF,CA,0,0,180,40,0,0,0,2.498310554,315,0.161439528,1,0,0,1,9.94,1,1.267605634,,4.342837037,22021,5.807986676,642668
29-Aug-18,0.57,3.71,4.159093241,14424.25,3.136086097,1368,RES,0,0,11433,Jamaica,NY,1,0,-1,13,-1,0,0,2.45484486,285,0.180379747,13,-1,1,0,0.23,0,1.240802676,,4.34186959,21972,5.803457116,636000
17-Nov-17,0.76,5.8,4.460296327,28860,3.146438135,1401,RES,1,0,12208,Albany,NY,1,0,-1,20,-1,0,0,2.462397998,290,0.173652695,20,-1,1,0,0.24,0,1.208333333,,4.34179052,21968,5.803267924,635723
4-Oct-17,1.02,10.5,4.467415701,29337,3.746157615,5573.88,RES,0,0,78163,San Antonio,TX,-1,0,-1,30,0,0,0,2.544068044,350,0.178936605,1,0,0,1,9.94,1,1.056338028,,4.341750979,21966,5.80297407,635293
20-Jul-18,0.89,7.7,4.471959512,29645.55,3.618586706,4155.15,RES,0,0,78163,San Antonio,TX,-1,0,-1,22,0,0,0,2.544068044,350,0.214723926,22,0,1,0,0.32,0,1.09375,,4.341750979,21966,5.80297407,635293
28-Aug-17,0.7,5.04,4.309425745,20390.4,3.304490528,2016,RES,0,0,11370,East Elmhurst,NY,1,0,-1,18,-1,0,0,2.447158031,280,0.176450534,1,-1,0,1,5,0,1.008,,4.34095941,21926,5.799585891,630356
26-Nov-18,0.79,6.195,4.400567344,25151.7,0,1,RES,0,0,1501,Auburn,MA,1,0,233,21,0,0,0,2.469822016,295,0.176646707,1,0,0,1,5.052,1,1.226247031,,4.340622555,21909,5.79757151,627439
20-Sep-17,0.92,8.4,4.537063143,34440,0,1,RES,0,0,1501,Auburn,MA,0,0,256,30,0,0,0,2.447158031,280,0.181846994,1,0,0,1,7.625,1,1.101639344,,4.340622555,21909,5.79757151,627439
6-Apr-17,0.69,4.86,4.314002126,20606.4,0,1,RES,0,1,2769,Rehoboth,MA,1,0,68,18,0,0,0,2.431363764,270,0.165122466,1,0,0,1,3.99,1,1.218045113,,4.340543258,21905,5.797375582,627156
11-May-18,0.89,7.8,4.504878459,31980,0,1,RES,0,0,2769,Rehoboth,MA,0,0,263,24,0,0,0,2.511883361,325,0.194145759,1,0,0,1,6.6,0,1.181818182,,4.340543258,21905,5.797375582,627156
20-Mar-18,1.15,14.21,4.765377935,58261,0,1,RES,0,0,2769,Rehoboth,MA,0,0,133,49,0,0,0,2.462397998,290,0.188341529,1,0,0,1,11.39,1,1.247585601,,4.340543258,21905,5.797375582,627156
17-Feb-17,0.97,9.24,4.364006614,23121,0,1,RES,0,0,6478,Oxford,CT,1,0,78,33,0,0,0,2.447158031,280,0.169695427,1,0,0,1,7.625,1,1.211803279,,4.340305277,21893,5.796131488,625362
28-Mar-18,1.08,12.06,4.612783857,41000,0,1,RES,0,0,2748,Dartmouth,MA,0,0,195,36,0,0,0,2.525044807,335,0.203189899,36,0,1,0,0.23,0,1.456521739,,4.340265601,21891,5.79580427,624891
12-Jul-18,0.57,3.72,4.236537261,17240,0,1,RES,0,0,95901,MARYSVILLE,CA,0,0,180,12,0,0,0,2.491361694,310,0.155466399,12,0,1,0,0.23,0,1.347826087,,4.339451441,21850,5.792984587,620847
26-Jun-17,0.64,4.35,4.27013592,18626.7,0,1,RES,0,0,95901,MARYSVILLE,CA,1,0,180,15,0,0,0,2.462397998,290,0.179012346,15,0,1,0,0.24,0,1.208333333,,4.339451441,21850,5.792984587,620847
16-Aug-17,0.72,5.22,4.39891174,25056,0,1,RES,0,0,95901,MARYSVILLE,CA,0,0,170,18,0,0,0,2.462397998,290,0.177183636,1,0,0,1,3.747,1,1.393114492,,4.339451441,21850,5.792984587,620847
13-Aug-18,1.2,15.696,4.813345899,65064.77,0,1,RES,0,0,95901,MARYSVILLE,CA,0,0,235,48,0,0,0,2.514547753,327,0.200490497,48,0,1,0,0.32,0,1.021875,,4.339451441,21850,5.792984587,620847
2-Oct-18,0.74,5.52,4.321722674,20976,3.286007122,1932,RES,0,0,10980,Stony Point,NY,1,0,-1,16,-1,0,0,2.537819095,345,0.211526671,16,-1,1,0,0.32,0,1.078125,,4.339192974,21837,5.79215977,619669
7-Dec-17,1.06,11.6,4.565375503,36760,0,1,RES,0,0,2554,Nantucket,MA,0,0,190,40,0,0,0,2.462397998,290,0.173652695,40,0,1,0,0.24,0,1.208333333,,4.339093523,21832,5.791790967,619143
21-Feb-17,0.91,8.04,4.559432591,36260.4,3.50731604,3216,RES,0,0,12572,Rhinebeck,NY,0,0,-1,24,-1,0,0,2.525044807,335,0.205431486,1,-1,0,1,7,0,1.148571429,,4.339053736,21830,5.791539777,618785
2-Nov-18,0.55,3.575,3.698970004,5000,0,1,RES,0,0,90302,INGLEWOOD,CA,0,1,175,13,0,0,0,2.439332694,275,0.170479624,1,0,0,1,3.8,0,0.940789474,,4.338994048,21827,5.791386045,618566
10-Oct-18,1.04,11.05,4.730022727,53705.99,3.495821753,3132,RES,0,0,6482,Sandy Hook,CT,0,0,172,24,0,0,0,2.511883361,325,0.19411445,1,0,0,1,9.94,1,1.11167002,,4.338894551,21822,5.790589838,617433
20-Aug-18,0.52,3.3,4.086715664,12210,2.995635195,990,RES,0,0,11429,Queens Village,NY,0,0,-1,11,-1,0,0,2.477121255,300,0.179640719,1,-1,0,1,3.6,0,0.916666667,,4.338516255,21803,5.789053034,615252
10-Nov-17,0.87,7.36,4.440058543,27546,0,1,RES,0,0,1027,Easthampton,MA,0,0,102,23,0,0,0,2.562292864,365,0.19198401,1,0,0,1,6.046,1,1.217333774,,4.338356873,21795,5.788347993,614254
29-Mar-18,0.95,9,4.491361694,31000,0,1,RES,0,0,2745,New Bedford,MA,0,0,180,30,0,0,0,2.477121255,300,0.183293416,1,0,0,1,7.625,1,1.180327869,,4.338336947,21794,5.788323247,614219
28-Feb-17,0.59,3.924,4.237166583,17265,2.983626287,963,RES,0,0,91340,San Fernando,CA,1,0,140,5,0,0,0,2.514547753,327,0.200613497,1,0,0,1,3.8,0,1.032631579,,4.338317019,21793,5.788171908,614005
26-Apr-18,0.58,3.835,4.151982395,14190,0,1,RES,0,0,91945,LEMON GROVE,CA,0,0,252,13,0,0,0,2.469822016,295,0.178928419,1,0,0,1,3.747,1,1.023485455,,4.338057875,21780,5.787699165,613337
28-Apr-17,0.54,3.48,4.219348717,16571,0,1,RES,1,1,91945,LEMON GROVE,CA,0,0,184,12,0,0,0,2.462397998,290,0.172619048,12,0,1,0,0.24,0,1.208333333,,4.338057875,21780,5.787699165,613337
3-Mar-17,0.85,7.04,4.337858429,21770,0,1,RES,0,0,91945,LEMON GROVE,CA,0,0,271,22,0,0,0,2.505149978,320,0.165084947,1,0,0,1,7.625,1,0.923278689,,4.338057875,21780,5.787699165,613337
26-Sep-17,0.64,4.32,4.456366033,28600,0,1,RES,0,0,91945,LEMON GROVE,CA,0,0,180,12,0,0,0,2.556302501,360,0.220723483,12,0,1,0,0.32,0,1.125,,4.338057875,21780,5.787699165,613337
21-Aug-18,0.93,8.555,4.583493495,38326,0,1,RES,0,0,91945,LEMON GROVE,CA,1,0,92,29,0,0,0,2.469822016,295,0.191588797,1,0,0,1,7.616,1,1.123293067,,4.338057875,21780,5.787699165,613337
1-Mar-18,0.65,4.42,4.247973266,17700,3.369796385,2343.13,RES,0,0,78244,San Antonio,TX,-1,0,-1,15,0,1,0,2.414973348,260,0.162943001,15,0,1,0,0.23,0,1.28115942,,4.338017993,21778,5.787386078,612895
29-Nov-18,1.01,10.24,4.572592821,37376,3.750081605,5624.47,RES,0,0,78244,San Antonio,TX,-1,0,-1,32,0,0,0,2.505149978,320,0.196319018,1,0,0,1,10,1,1.024,,4.338017993,21778,5.787386078,612895
27-Sep-17,0.82,6.67,4.298634783,19890,0,1,RES,0,0,91746,LA PUENTE,CA,0,0,225,23,0,0,0,2.462397998,290,0.173652695,23,0,1,0,0.28,0,1.035714286,,4.337998051,21777,5.787330096,612816
6-Jun-17,1.14,13.72,4.764355494,58124,0,1,RES,0,0,6716,Wolcott,CT,1,0,342,26,0,0,0,2.447158031,280,0.181846994,49,0,1,0,0.215,0,1.302325581,,4.337838479,21769,5.786765615,612020
10-May-17,0.45,2.8,4.07656763,11928,3.049218023,1120,RES,0,0,13501,Utica,NY,1,0,-1,10,-1,0,0,2.447158031,280,0.167664671,1,-1,0,1,3.81,0,0.734908136,,4.337599012,21757,5.785450139,610169
3-Feb-17,0.8,6.36,4.43764911,27393.6,3.292034436,1959,RES,0,0,13501,Utica,NY,1,0,-1,24,-1,0,0,2.423245874,265,0.16374652,1,-1,0,1,5.052,1,1.258907363,,4.337599012,21757,5.785450139,610169
1-Oct-18,0.72,5.27,4.44294987,27730,0,1,RES,0,0,2364,Kingston,MA,0,0,234,17,0,0,0,2.491361694,310,0.190184049,1,0,0,0,7.6,0,0.693421053,,4.33757905,21756,5.785284979,609937
17-Nov-17,0.8,6.38,4.219086557,16561,3.40688067,2552,RES,0,0,10703,Yonkers,NY,1,0,-1,22,-1,0,0,2.462397998,290,0.179012346,1,-1,0,1,6,0,1.063333333,,4.337499195,21752,5.784424706,608730
31-May-18,0.63,4.23,4.374626837,23693.37,3.227886705,1690,RES,0,0,10703,Yonkers,NY,0,0,-1,13,-1,0,0,2.511883361,325,0.19411445,1,-1,0,1,5.2,0,0.813461538,,4.337499195,21752,5.784424706,608730
12-Jan-18,0.97,9.28,4.569607968,37120,0,1,RES,0,0,2370,Rockland,MA,0,0,158,32,0,0,0,2.462397998,290,0.173652695,1,0,0,1,7.616,1,1.218487395,,4.336679827,21711,5.781577313,604752
3-Mar-17,0.99,9.8,4.693744531,49402,0,1,RES,0,0,2370,Rockland,MA,0,0,176.4,35,0,0,0,2.591064607,390,0.2,35,0,1,0,0.24,0,1.166666667,,4.336679827,21711,5.781577313,604752
17-Oct-17,0.66,4.578,4.185740418,15337,0,1,RES,0,0,92587,QUAIL VALLEY,CA,0,0,180,14,0,0,0,2.514547753,327,0.200613497,1,0,0,1,3.747,1,1.221777422,,4.334895863,21622,5.77239066,592094
13-Nov-17,0.5,3.19,4.20250194,15940.5,2.795880017,625,RES,1,0,12118,Mechanicville,NY,1,0,-1,11,-1,0,0,2.462397998,290,0.173652695,11,-1,1,0,0.24,0,1.208333333,,4.334674863,21611,5.771142671,590395
3-Jan-18,0.96,9.1,4.605445119,40313,0,1,RES,0,0,2452,Waltham,MA,1,0,180,28,0,0,0,2.511883361,325,0.194145759,1,0,0,1,7.625,1,1.193442623,,4.334534169,21604,5.77039171,589375
29-Jun-18,0.45,2.85,3.931966115,8550,0,1,RES,0,0,93304,BAKERSFIELD,CA,1,0,270,10,0,0,0,2.45484486,285,0.174862074,10,0,1,0,0.23,0,1.239130435,,4.334433644,21599,5.770037867,588895
9-Feb-18,0.65,4.43963964,4.296700283,19801.6,0,1,RES,0,0,93304,BAKERSFIELD,CA,1,0,150,16,0,0,0,2.447158031,280,0.181846994,16,0,1,0,0.23,0,1.206423815,,4.334433644,21599,5.770037867,588895
10-Aug-18,0.79,6.195,4.398207625,25015.41,0,1,RES,0,0,93304,BAKERSFIELD,CA,0,0,181,21,0,0,0,2.469822016,295,0.180997585,1,0,0,1,6.046,1,1.024644393,,4.334433644,21599,5.770037867,588895
28-May-18,0.71,5.185,4.424018722,26547.2,0,1,RES,0,0,93304,BAKERSFIELD,CA,1,0,269,17,0,0,0,2.484299839,305,0.18597561,1,0,0,1,3.6,0,1.440277778,,4.334433644,21599,5.770037867,588895
24-May-17,0.76,5.8,4.45331834,28400,0,1,RES,0,0,93304,BAKERSFIELD,CA,0,0,90,20,0,1,0,2.462397998,290,0.172961367,20,0,1,0,0.24,0,1.208333333,,4.334433644,21599,5.770037867,588895
14-Apr-18,0.89,7.8,4.601364564,39936,0,1,RES,0,0,93304,BAKERSFIELD,CA,1,0,0,26,0,0,0,2.477121255,300,0.183284457,1,0,0,1,6.6,0,1.181818182,,4.334433644,21599,5.770037867,588895
3-May-17,0.5,3.168217373,4.148830846,14087.4,0,1,RES,1,1,93710,FRESNO,CA,1,0,360,12,0,0,0,2.423245874,265,0.172105191,1,0,0,1,3.8,0,0.833741414,,4.334192292,21587,5.768667694,587040
4-May-18,0.52,3.32972973,4.164828534,14616,0,1,RES,1,1,93710,FRESNO,CA,1,0,200,12,0,0,0,2.447158031,280,0.181846994,12,0,1,0,0.23,0,1.206423815,,4.334192292,21587,5.768667694,587040
18-Feb-18,0.53,3.42,4.172515363,14877,0,1,RES,1,1,93710,FRESNO,CA,1,0,45,12,0,0,0,2.45484486,285,0.185094262,12,0,1,0,0.23,0,1.239130435,,4.334192292,21587,5.768667694,587040
8-Mar-18,0.8,6.38,4.190331698,15500,0,1,RES,0,0,93710,FRESNO,CA,0,0,180,22,0,0,0,2.462397998,290,0.172619048,1,0,0,1,4.99,1,1.278557114,,4.334192292,21587,5.768667694,587040
21-Jun-17,0.95,8.83,4.51293655,32578.91,3.590172832,3892,RES,0,0,6062,Plainville,CT,0,0,161,27,0,0,0,2.514547753,327,0.200525659,27,0,1,0,0.32,0,1.021990741,,4.333588322,21557,5.765921013,583339
25-Jun-18,1.26,18,4.776376649,59755.33,0,1,RES,0,0,6062,Plainville,CT,1,0,86,22,1,0,0,2.469822016,295,0.176646707,1,0,0,1,9.94,1,1.315116534,,4.333588322,21557,5.765921013,583339
29-Jun-17,0.81,6.44,4.214061414,16370.48,3.243534102,1752,RES,0,0,12508,Beacon,NY,1,0,-1,23,-1,0,0,2.447158031,280,0.171073855,1,-1,0,1,6.046,1,1.065167053,,4.333467427,21551,5.765537427,582824
2-Mar-17,0.57,3.72,4.247531141,17681.99,3.269512944,1860,RES,0,0,11411,Cambria Heights,NY,1,0,-1,12,-1,0,0,2.491361694,310,0.195263291,1,-1,0,1,5.052,1,0.736342043,,4.333427121,21549,5.765419677,582666
30-Jun-17,0.37,2.32,4.040127442,10968,0,1,RES,0,0,95367,RIVERBANK,CA,1,0,274,8,0,0,0,2.462397998,290,0.179012346,8,0,1,0,0.24,0,1.208333333,,4.333023858,21529,5.763649577,580296
28-Nov-17,0.7,5.04,4.491837756,31034,0,1,RES,0,0,95367,RIVERBANK,CA,0,0,140,14,0,0,0,2.556302501,360,0.220723483,14,0,1,0,0.32,0,1.125,,4.333023858,21529,5.763649577,580296
17-Jan-17,0.98,9.54,4.652414513,44917.39,0,1,RES,0,0,95367,RIVERBANK,CA,0,0,27,22,0,0,0,2.423245874,265,0.173508125,36,0,1,0,0.24,0,1.104166667,,4.333023858,21529,5.763649577,580296
30-Mar-18,0.76,5.7,4.091350352,12341,0,1,RES,0,0,1060,Northampton,MA,1,0,125,20,0,0,0,2.45484486,285,0.175925926,1,0,0,0,3,0,1.9,,4.332801903,21518,5.76246549,578716
11-May-18,0.76,5.8,4.416640507,26100,0,1,RES,0,0,1060,Northampton,MA,1,0,180,20,0,0,0,2.462397998,290,0.188341529,1,0,0,1,3.747,1,1.547904991,,4.332801903,21518,5.76246549,578716
14-Sep-18,0.86,7.2,4.480222599,30215,0,1,RES,0,0,1060,Northampton,MA,0,0,128,20,0,0,0,2.556302501,360,0.215146299,20,0,1,0,0.23,0,1.565217391,,4.332801903,21518,5.76246549,578716
3-May-17,0.73,5.31,4.217483944,16500,0,1,RES,0,0,95966,OROVILLE,CA,0,0,190,18,0,1,0,2.414973348,260,0.162943001,18,0,1,0,0.24,0,1.229166667,,4.332539447,21505,5.761211188,577047
19-Apr-18,0.91,8.12,4.438431586,27443,0,1,RES,0,0,95966,OROVILLE,CA,0,0,204,29,0,0,0,2.447158031,280,0.171794318,29,0,1,0,0.23,0,1.217391304,,4.332539447,21505,5.761211188,577047
26-Dec-17,1,10.08,4.651820543,44856,0,1,RES,0,0,95966,OROVILLE,CA,0,0,180,36,0,0,0,2.447158031,280,0.171794318,36,0,1,0,0.23,0,1.217391304,,4.332539447,21505,5.761211188,577047
5-Dec-17,1,9.9,4.486996888,30690,3.280122896,1906,RES,0,0,10590,South Salem,NY,0,0,-1,36,-1,0,0,2.439332694,275,0.168726562,1,-1,0,1,9.94,1,0.995975855,,4.332054495,21481,5.758983008,574094
3-Jul-18,1,10.08,4.550008092,35482,0,1,RES,0,0,6413,Clinton,CT,1,0,269,28,0,0,0,2.556302501,360,0.220723483,28,0,1,0,0.32,0,1.125,,4.332014058,21479,5.758945182,574044
18-May-17,0.97,9.24,4.279210513,19020,0,1,RES,0,0,1007,Belchertown,MA,1,0,172,33,0,0,0,2.447158031,280,0.176450534,33,0,1,0,0.24,0,1.166666667,,4.331973617,21477,5.758596271,573583
8-Dec-17,0.64,4.4,4.204119983,16000,0,1,RES,0,0,95210,STOCKTON,CA,0,0,240,16,0,0,0,2.439332694,275,0.16965004,16,0,1,0,0.23,0,1.195652174,,4.331953395,21476,5.758594,573580
23-Feb-18,0.8,6.27,4.419128977,26249.98,0,1,RES,0,0,95210,STOCKTON,CA,1,0,252,19,0,0,0,2.51851394,330,0.200157214,1,0,0,1,6.046,1,1.037049289,,4.331953395,21476,5.758594,573580
9-Jun-18,0.9,7.93,4.435238989,27242,0,1,RES,0,0,95210,STOCKTON,CA,0,0,68,26,0,0,0,2.484299839,305,0.182634731,1,0,0,1,6.046,1,1.311610982,,4.331953395,21476,5.758594,573580
9-Feb-18,0.95,9,4.481327948,30292,0,1,RES,0,0,95210,STOCKTON,CA,0,0,180,30,0,0,0,2.477121255,300,0.179640719,1,0,0,1,7.616,1,1.181722689,,4.331953395,21476,5.758594,573580
21-Feb-18,0.61,4.06,4.683866199,48291,0,1,RES,0,0,95210,STOCKTON,CA,0,0,171,14,0,0,0,2.462397998,290,0.172961367,1,0,0,1,3.747,1,1.083533493,,4.331953395,21476,5.758594,573580
9-Jan-17,0.8,6.27,3.961421094,9150,0,1,RES,0,0,92585,MENIFEE,CA,1,0,266,22,0,0,0,2.447158031,280,0.166997182,1,0,0,1,5.052,1,1.241092637,,4.331366552,21447,5.756369061,570649
28-Aug-18,0.78,6,4.380211242,24000,0,1,RES,0,0,92585,ROMOLAND,CA,0,0,180,20,0,0,0,2.477121255,300,0.188964475,20,0,1,0,0.23,0,1.304347826,,4.331366552,21447,5.756369061,570649
19-Sep-18,0.85,7.15,4.40654018,25500,0,1,RES,0,0,92585,MENIFEE,CA,0,0,177,22,0,0,0,2.511883361,325,0.197124529,1,0,0,1,6.046,1,1.182600066,,4.331366552,21447,5.756369061,570649
28-Sep-18,0.91,8.12,4.586249639,38570,0,1,RES,0,0,92585,ROMOLAND,CA,0,0,180,3,0,0,0,2.462397998,290,0.172961367,1,0,0,1,7.616,1,1.066176471,,4.331366552,21447,5.756369061,570649
12-Sep-17,0.75,5.6,4.258245667,18123.65,3.528743205,3378.65,RES,0,0,78221,San Antonio,TX,-1,0,-1,20,0,0,0,2.447158031,280,0.173969665,1,0,0,1,5.052,1,1.108471892,,4.330799191,21419,5.753884739,567394
5-Jun-18,0.56,3.6,4.151688482,14180.4,3.158362492,1440,RES,0,0,11356,College Point,NY,1,0,-1,12,-1,0,0,2.477121255,300,0.179640719,12,-1,1,0,0.28,0,1.071428571,,4.330636951,21411,5.753155448,566442
16-May-17,0.59,3.92,4.174211043,14935.2,0,1,RES,0,0,1905,Lynn,MA,1,0,155,14,0,0,0,2.447158031,280,0.181846994,1,0,0,1,3.99,1,0.98245614,,4.330312291,21395,5.75135302,564096
11-Sep-18,0.81,6.49,4.46027556,28858.62,0,1,RES,0,0,2726,Somerset,MA,1,0,198,22,0,0,0,2.469822016,295,0.176646707,1,0,0,1,5.052,1,1.284639747,,4.330129562,21386,5.75087234,563472
16-Feb-17,0.85,7.155,4.50878618,32269.05,0,1,RES,0,0,2726,Somerset,MA,1,0,193,27,0,0,0,2.591064607,390,0.196383324,1,0,0,1,6.046,1,1.183427059,,4.330129562,21386,5.75087234,563472
7-Aug-18,1.03,10.8,4.597256283,39560,0,1,RES,0,0,2726,Somerset,MA,0,0,180,36,0,0,0,2.477121255,300,0.156188989,1,0,0,1,9.94,1,1.086519115,,4.330129562,21386,5.75087234,563472
5-Jun-17,0.55,3.54,4.182699903,15230,0,1,RES,0,0,93726,FRESNO,CA,1,0,181,12,0,0,0,2.469822016,295,0.180229717,1,0,0,1,3,0,1.18,,4.329926441,21376,5.750376467,562829
20-Jun-17,0.84,6.84,4.439679991,27522,0,1,RES,0,0,93726,FRESNO,CA,0,0,180,24,0,0,0,2.45484486,285,0.174862074,1,0,0,1,6.046,1,1.131326497,,4.329926441,21376,5.750376467,562829
8-Mar-17,0.88,7.56,3.904032468,8017.38,0,1,RES,0,0,91768,POMONA,CA,1,0,213,12,0,0,0,2.431363764,270,0.164964074,28,0,1,0,0.215,0,1.255813953,,4.329845166,21372,5.750006699,562350
30-Jun-17,0.86,7.245,4.547577813,35284,0,1,RES,0,0,91768,POMONA,CA,0,0,180,21,0,0,0,2.537819095,345,0.211563769,21,0,1,0,0.32,0,1.078125,,4.329845166,21372,5.750006699,562350
6-Feb-17,0.65,4.48,4.152611193,14210.56,0,1,RES,0,0,6320,New London,CT,1,0,130,16,0,0,0,2.447158031,280,0.171794318,1,0,0,1,3.79,1,1.182058047,,4.329377537,21349,5.74766889,559331
29-Jan-18,0.57,3.72,4.126845441,13392,0,1,RES,0,0,92377,RIALTO,CA,0,0,270,12,0,0,0,2.491361694,310,0.191358025,1,0,0,1,3.747,1,0.992794235,,4.329255464,21343,5.747180226,558702
23-Oct-17,0.74,5.51,4.218272854,16530,0,1,RES,0,0,92377,RIALTO,CA,1,0,180,19,0,0,0,2.462397998,290,0.173652695,1,0,0,1,5.052,1,1.090657165,,4.329255464,21343,5.747180226,558702
2-Aug-18,0.86,7.2,4.456730323,28624,0,1,RES,0,0,92377,RIALTO,CA,0,0,180,24,0,0,0,2.477121255,300,0.178925552,24,0,1,0,0.23,0,1.304347826,,4.329255464,21343,5.747180226,558702
14-May-18,0.55,3.54,4.151063253,14160,3.272887762,1874.51,RES,0,0,78148,San Antonio,TX,-1,0,-1,12,0,0,0,2.469822016,295,0.17594346,12,0,1,0,0.23,0,1.282608696,,4.329133357,21337,5.746661439,558035
24-Aug-18,0.67,4.64,4.179735581,15126.4,0,1,RES,0,0,6615,Stratford,CT,1,0,179,16,0,0,0,2.462397998,290,0.188341529,1,0,0,1,3.747,1,1.238323993,,4.329072291,21334,5.746311082,557585
12-Mar-18,0.83,6.7,4.341948646,21976,0,1,RES,0,0,6615,Stratford,CT,1,0,166,8,0,0,0,2.525044807,335,0.205431486,20,0,1,0,0.32,0,1.046875,,4.329072291,21334,5.746311082,557585
1-Feb-17,0.78,5.98,4.124243309,13312,0,1,RES,0,0,92344,HESPERIA,CA,1,0,90,10,0,0,0,2.414973348,260,0.163846924,1,0,0,1,3,0,1.993333333,,4.326417796,21204,5.734682242,542853
5-Feb-18,0.56,3.6,4.265572462,18432,0,1,RES,0,0,92344,OAK HILLS,CA,0,0,227,12,0,0,0,2.477121255,300,0.183284457,1,0,0,1,3,0,1.2,,4.326417796,21204,5.734682242,542853
21-Nov-17,0.92,8.4,4.707485012,50990,3.401400541,2520,RES,0,0,10455,Bronx,NY,0,0,-1,30,-1,0,0,2.447158031,280,0.171411081,30,-1,1,0,0.215,0,1.302325581,,4.32541303,21155,5.730182891,537258
18-Jul-17,0.44,2.75,4.06069784,11500,0,1,RES,0,0,92316,BLOOMINGTON,CA,0,0,180,10,0,0,0,2.439332694,275,0.16965004,1,0,0,1,3.79,1,0.725593668,,4.325351438,21152,5.729937891,536955
15-Mar-18,0.93,8.54,4.537409028,34467.44,0,1,RES,0,0,92316,BLOOMINGTON,CA,1,0,270,28,0,0,0,2.484299839,305,0.182634731,1,0,0,1,7.616,1,1.121323529,,4.325351438,21152,5.729937891,536955
14-Jun-18,0.86,7.26,4.264841425,18401,0,1,RES,0,0,1854,Lowell,MA,1,0,132,22,0,0,0,2.51851394,330,0.200157214,1,0,0,1,7.616,1,0.953256303,,4.325104983,21140,5.728825973,535582
10-Jul-18,0.58,3.835,4.283911526,19227,0,1,RES,0,0,1854,Lowell,MA,-1,0,217,13,0,0,0,2.469822016,295,0.191588797,1,0,0,1,3.747,1,1.023485455,,4.325104983,21140,5.728825973,535582
