installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
2/21/2003,0.76,5.76,4.483444648098535,30440,4.182414652434554,15220,95070,Saratoga,CA,4.441396603,27631,6.817673037,6571629
4/29/2004,0.76,5.76,4.483055977557111,30412.77,4.213533694116062,16350.6,94945,Novato,CA,4.392345155,24680,6.042921865,1103880
9/11/2003,0.48,3,4.4817220350526465,30319.5,4,10000,90703,Cerritos,CA,4.430929252,26973,6.339828527,2186898
3/6/2005,0.57,3.7,4.480331104748455,30222.55,3.982994454658664,9616,90405,Santa Monica,CA,4.434041683,27167,6.393227629,2473020
8/4/2004,0.65,4.46741573,4.480035703228801,30202,4.047103452778142,11145.6,95242,Lodi,CA,4.383617915,24189,5.996477523,991922
1/11/2004,0.58,3.84,4.478782867506599,30115,4.081116775262377,12053.6,94523,Pleasant Hill,CA,4.423950007,26543,6.258722027,1814354
5/8/2005,0.61,4.114,4.477598716094118,30033,4.024058552,10569.6,95949,Grass Valley,CA,4.347173836,22242,5.826465492,670603
5/29/2004,0.65,4.44,4.474029389807532,29787.18,4.146103218141621,13999.2,92026,Escondido,CA,4.419129308,26250,6.216511089,1646308
11/12/2003,0.48,3,4.4739830232103355,29784,4,10000,94110,San Francisco,CA,4.440830398,27595,6.71701249,5212097
5/20/2004,0.48,3,4.471614377603175,29622,3.9775498527432602,9496.2,93063,Simi Valley,CA,4.42975228,26900,6.320423606,2091335
1/29/2005,0.64,4.342,4.469822015978163,29500,4.049218022670182,11200,93611,Clovis,CA,4.418914175,26237,6.214237531,1637712
7/24/2005,0.63,4.25,4.469191610837091,29457.21,4.020816887028907,10491,94901,San Rafael,CA,4.436544277,27324,6.459899321,2883363
12/3/2004,0.60,4.008,4.464847089563307,29164,4.019697730980192,10464,93110,Santa Barbara,CA,4.378779331,23921,5.971768327,937062
10/29/2005,0.48,3.006,4.458063445325183,28712,3.8994265050877273,7932.8,95132,San Jose,CA,4.426478729,26698,6.285384007,1929230
7/24/2005,0.62,4.175,4.457685133412637,28687,3.9711598357864597,9357.5,92111,San Diego,CA,4.408138166,25594,6.135149514,1365053
9/23/2005,0.57,3.675,4.4525377439293985,28349,3.9542425094393248,9000,94703,Berkeley,CA,4.378851946,23925,5.972209783,938015
12/28/2001,0.56,3.624648,4.445635334378726,27902,4.133363239048624,13594.5,91724,Covina,CA,4.379196704,23944,5.974015402,941923
1/10/2004,0.57,3.75,4.445604203273597,27900,4.09482038,12440,92069,San Marcos,CA,4.409899325,25698,6.145061154,1396565
5/28/2005,0.58,3.84,4.444044795918076,27800,3.9819816068321665,9593.6,92082,Valley Center,CA,4.356675856,22734,5.871536159,743937
10/21/2004,0.57,3.68,4.440499771253411,27574,4.1673173347481764,14700,13676,Potsdam,NY,4.264392762,18382,5.469777848,294970
12/1/2005,0.61,4.08,4.438058263966856,27419.42,3.9786095760209306,9519.4,95320,Escalon,CA,4.297891764,19856,5.604660131,402402
3/30/2000,0.69,4.9308,4.433476046,27131.64,4.0908573959815335,12327,94519,Concord,CA,4.347856705,22277,5.829496107,675299
