installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income,zip_income1
########,0.944482672,8.8,4.638021,43453.08,3.643453,4400,12590,Wappingers Falls,NY,4.409375111,25667,6.142360992,1387909,1387.909
1/4/2023,1.049218023,11.2,4.764709,58171.28,3.651278,4480,12590,Wappingers Falls,NY,4.409375111,25667,6.142360992,1387909,1387.909
########,1.033423755,10.8,4.841485,69420,3.732394,5400,12590,Wappingers Falls,NY,4.409375111,25667,6.142360992,1387909,1387.909
9/7/2021,0.918030337,8.28,4.443075,27738,3.439648,2752,6032,Farmington,CT,4.40935819,25666,6.142281505,1387655,1387.655
########,0.544333751,3.502142,4,10000,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.544333751,3.502142,4,10000,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.544333751,3.502142,4,10000,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
7/16/2022,0.585726414,3.852356,4.041393,11000,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
8/3/2022,0.602059991,4,4.111263,12920,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.544068044,3.5,4.172457,14875,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.544068044,3.5,4.172457,14875,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.544068044,3.5,4.172457,14875,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
6/14/2022,0.618506846,4.154386,4.180527,15154,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.504994419,3.198854,4.206221,16077.6,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.58546073,3.85,4.213863,16363,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
1/3/2022,0.58546073,3.85,4.213863,16363,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.681241237,4.8,4.27225,18717.6,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
7/16/2022,0.658011397,4.55,4.286412,19338,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
4/12/2021,0.62324929,4.2,4.329113,21336,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.618945687,4.158586,4.366505,23254.4,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
6/3/2022,0.79194112,6.193571,4.382341,24118,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
8/1/2022,0.51054501,3.24,4.405551,25442,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.924279286,8.4,4.464338,29129.83,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.859592417,7.237564,4.47541,29882,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
3/8/2022,1.033423755,10.8,4.508934,32280,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
7/6/2022,0.936513742,8.64,4.565809,36796.67,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
4/12/2022,0.971275849,9.36,4.599665,39780,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
1/21/2021,1.035429738,10.85,4.667098,46462,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,1.181843588,15.2,4.681603,48040,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
8/5/2022,0.628491105,4.251,4.705987,50814.47,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
########,0.892385204,7.805221,4.720303,52517.4,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
11/3/2021,0.994756945,9.88,4.820924,66210,0,1,94561,OAKLEY,CA,4.409341269,25665,6.14213094,1387174,1387.174
11/3/2022,0.9240207,8.395,4.521462,33224.8,0,1,2132,Boston,MA,4.409239727,25659,6.141459494,1385031,1385.031
6/9/2022,1.075546961,11.9,4.70385,50565,0,1,2132,Boston,MA,4.409239727,25659,6.141459494,1385031,1385.031
########,0.806179974,6.4,4.473338,29739.78,0,1,94063,REDWOOD CITY,CA,4.409222801,25658,6.141093412,1383864,1383.864
########,0.491361694,3.1,3.912554,8176.25,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.465382851,2.92,3.954243,9000,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
1/11/2022,0.459392488,2.88,3.954243,9000,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.491361694,3.1,3.977724,9500,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,1.032417279,10.775,4.102645,12666.15,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
10/4/2021,0.556302501,3.6,4.16137,14500.08,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.802773725,6.35,4.173447,14908.95,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.722633923,5.28,4.230449,17000,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
9/8/2022,1.138618434,13.76,4.236304,17230.75,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.584331224,3.84,4.304821,20175.36,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.676236217,4.745,4.306257,20242.17,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.610660163,4.08,4.33115,21436.32,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.610660163,4.08,4.341281,21942.24,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
12/2/2021,0.851258349,7.1,4.390209,24558.9,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
1/27/2022,0.766412847,5.84,4.399881,25112,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.880813592,7.6,4.40841,25610,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.612253906,4.095,4.439601,27517,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.69019608,4.9,4.443779,27783,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
8/4/2022,0.982271233,9.6,4.458063,28712,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.705007959,5.07,4.495752,31315,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
8/9/2022,0.963787827,9.2,4.512263,32528.41,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
1/20/2022,0.985875357,9.68,4.529952,33880.64,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
2/5/2021,0.904715545,8.03,4.577006,37757.72,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,1.041590047,11.005,4.586885,38626.45,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.949877704,8.91,4.595874,39434.28,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
6/18/2022,1.159353001,14.43288,4.608847,40630,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,0.935759104,8.625,4.70757,51000,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,1.002166062,10.05,4.728703,53543,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
########,1.049218023,11.2,4.729643,53659,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
2/1/2022,1.042969073,11.04,4.75848,57343,0,1,92345,HESPERIA,CA,4.409104301,25651,6.140709431,1382641,1382.641
1/19/2023,0.556302501,3.6,4.255273,18000,2.943495,878,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
########,0.531478917,3.4,4.271842,18700,3.075547,1190,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
########,0.810232518,6.46,4.393768,24761,3.354301,2261,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
########,1.087781418,12.24,4.461438,28936,3.46434,2913,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
5/9/2022,0.982271233,9.6,4.635484,43200,3.681241,4800,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
10/5/2022,0.898725182,7.92,4.73921,54854.26,3.500785,3168,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
########,1.111262514,12.92,4.764144,58095.69,3.655331,4522,10940,Middletown,NY,4.408968832,25643,6.139916535,1380119,1380.119
11/9/2021,1.008600172,10.2,4.311754,20500,3.552668,3570,14094,Lockport,NY,4.408867203,25637,6.139028863,1377301,1377.301
7/18/2022,0.255272505,1.8,3.710117,5130,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
7/15/2022,0.255272505,1.8,3.710117,5130,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.525044807,3.35,4,10000,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.544068044,3.5,4.172457,14875,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.761927838,5.78,4.269233,18588,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.783903579,6.08,4.343409,22050,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.787265671,6.127251,4.374833,23704.6,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,0.772321707,5.92,4.390794,24592,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
4/22/2022,0.783903579,6.08,4.406118,25475.2,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
2/2/2022,1.061055325,11.50947,4.545876,35146,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
4/25/2022,0.86923172,7.4,4.595276,39380,0,1,94597,WALNUT CREEK,CA,4.408850263,25636,6.138924478,1376970,1376.97
########,1.017634254,10.4144,3.919914,8316,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,0.653212514,4.5,4.153967,14255,0,1,90720,CYPRESS,CA,4.40881638,25634,6.138776847,1376502,1376.502
7/26/2022,0.748188027,5.6,4.16014,14459.06,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,0.786751422,6.12,4.252635,17891,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,0.748188027,5.6,4.293584,19660,0,1,90720,CYPRESS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,0.857332496,7.2,4.479596,30171.45,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
10/3/2022,0.944482672,8.8,4.526339,33600,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,0.828981954,6.745,4.562292,36499.89,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,1.017033339,10.4,4.702613,50421.18,0,1,90720,LOS ALAMITOS,CA,4.40881638,25634,6.138776847,1376502,1376.502
########,1.033423755,10.8,4.405107,25416,3.334454,2160,10309,Staten Island,NY,4.408748606,25630,6.138271744,1374902,1374.902
########,0.805500858,6.39,4.470177,29524.13,3.106531,1278,10309,Staten Island,NY,4.408748606,25630,6.138271744,1374902,1374.902
########,0.890421019,7.77,4.776347,59751.3,3.191451,1554,10309,Staten Island,NY,4.408748606,25630,6.138271744,1374902,1374.902
4/20/2022,0.602059991,4,4.127105,13400,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
########,0.702430536,5.04,4.157759,14380,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
########,0.582631439,3.825,4.172574,14879,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
6/8/2022,0.754348336,5.68,4.220082,16599,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
6/4/2021,0.612783857,4.1,4.299246,19918,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
7/22/2021,0.898725182,7.92,4.408138,25594,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
4/28/2021,0.868056362,7.38,4.443357,27756,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
########,0.890421019,7.77,4.461829,28962,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
########,1.003245055,10.075,4.782408,60591,0,1,92115,SAN DIEGO,CA,4.408663874,25625,6.137964923,1373931,1373.931
########,0.81756537,6.57,4.329662,21363,3.477121,3000,78240,San Antonio,TX,4.408579125,25620,6.13776795,1373308,1373.308
1/20/2022,0.840733235,6.93,4.413886,25935,3.39794,2500,78240,San Antonio,TX,4.408579125,25620,6.13776795,1373308,1373.308
########,1.003245055,10.075,4.602006,39995,3.39794,2500,78240,San Antonio,TX,4.408579125,25620,6.13776795,1373308,1373.308
10/3/2022,0.643452676,4.4,4.290213,19508,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.716003344,5.2,4.352183,22500,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.811575006,6.48,4.40264,25272,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.643452676,4.4,4.447158,28000,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,1.049218023,11.2,4.50515,32000,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
4/20/2021,1.088136089,12.25,4.658584,45560,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.945468585,8.82,4.659098,45614,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
9/8/2021,0.916453949,8.25,4.677288,47565,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
9/7/2021,0.948168362,8.875,4.707459,50987,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,1.087781418,12.24,4.744285,55499,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.908485019,8.1,4.745231,55620,0,1,92040,LAKESIDE,CA,4.408477405,25614,6.136643846,1369758,1369.758
########,0.522444234,3.33,4.11227,12950,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.522444234,3.33,4.130173,13495,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.681241237,4.8,4.174002,14928,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.681241237,4.8,4.346353,22200,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.459392488,2.88,4.352607,22522,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.991226076,9.8,4.569865,37142,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
11/9/2022,1.017033339,10.4,4.605036,40275,0,1,92116,SAN DIEGO,CA,4.408409578,25610,6.136332064,1368775,1368.775
########,0.741151599,5.51,4.272886,18745.02,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
########,0.905256049,8.04,4.410379,25726.39,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
########,0.827369273,6.72,4.460838,28896,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
6/3/2021,0.880241776,7.59,4.539184,34608.6,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
10/1/2021,0.911690159,8.16,4.636935,43344.58,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
1/12/2021,1.128399269,13.44,4.667475,46502.4,0,1,2301,Brockton,MA,4.40825693,25601,6.135585164,1366423,1366.423
########,0.465382851,2.92,4.073388,11841,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
7/26/2021,0.702430536,5.04,4.107278,12802,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
########,0.556302501,3.6,4.217484,16500,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
########,0.62324929,4.2,4.243038,17500,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
10/5/2022,0.62838893,4.25,4.262807,18315,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
########,0.602059991,4,4.277059,18926,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
########,0.716003344,5.2,4.317708,20783,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
########,0.568201724,3.7,4.337599,21757,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
9/6/2022,0.681241237,4.8,4.383672,24192,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
5/5/2022,0.944482672,8.8,4.912541,81760,0,1,92111,SAN DIEGO,CA,4.408138166,25594,6.135149514,1365053,1365.053
9/7/2022,0.726319612,5.325,4.295347,19740,0,1,1876,Tewksbury,MA,4.408121197,25593,6.135086515,1364855,1364.855
1/21/2022,0.935759104,8.625,4.716283,52033.52,0,1,1803,Burlington,MA,4.408087257,25591,6.134800361,1363956,1363.956
7/29/2022,0.760422483,5.76,4.334454,21600,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
4/15/2021,0.811575006,6.48,4.385606,24300,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
1/12/2021,0.939519253,8.7,4.541517,34795,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
########,0.975431809,9.45,4.572029,37327.5,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
1/7/2022,1.099680641,12.58,4.701685,50313.55,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
9/6/2022,1.185542155,15.33,4.782578,60614.75,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
########,1.230959556,17.02,4.789058,61525.96,3.39794,2500,78251,San Antonio,TX,4.408053314,25589,6.134687311,1363601,1363.601
########,0.568201724,3.7,4.414388,25965,3.170262,1480,14618,Rochester,NY,4.407917518,25581,6.133654811,1360363,1360.363
10/8/2021,0.645422269,4.42,4.222914,16707.6,2.946452,884,10801,New Rochelle,NY,4.407798661,25574,6.13279806,1357682,1357.682
4/23/2021,0.911690159,8.16,4.233326,17112.99,0,1,95121,SAN JOSE,CA,4.407781679,25573,6.132635531,1357174,1357.174
5/2/2022,0.835570347,6.848104,4.414977,26000.21,0,1,95121,SAN JOSE,CA,4.407781679,25573,6.132635531,1357174,1357.174
########,0.835056102,6.84,4.480481,30233,0,1,95121,SAN JOSE,CA,4.407781679,25573,6.132635531,1357174,1357.174
########,0.68797462,4.875,4.585179,38475,0,1,95121,SAN JOSE,CA,4.407781679,25573,6.132635531,1357174,1357.174
10/4/2021,1.146128036,14,4.813581,65100,3.487421,3072,6117,West Hartford,CT,4.407645797,25565,6.131439649,1353442,1353.442
1/7/2021,0.350248018,2.24,3.973497,9408,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
6/8/2021,0.350248018,2.24,4.025109,10595.2,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.408092348,2.55913,4.031406,10749.95,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.408092348,2.55913,4.031406,10749.95,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.376576957,2.38,4.051438,11257.4,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
6/4/2022,0.447158031,2.8,4.075547,11900,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
1/8/2022,0.447158031,2.8,4.075547,11900,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
4/5/2022,0.447158031,2.8,4.075547,11900,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.415263894,2.60174,4.0954,12456.6,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
5/9/2022,0.504563556,3.195682,4.130329,13499.85,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.635483747,4.32,4.137386,13721,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.664695272,4.620567,4.176589,15017.21,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
1/6/2021,0.716003344,5.2,4.198272,15786,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
7/15/2021,0.901881239,7.977765,4.206367,16083,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.494273869,3.120857,4.20892,16177.82,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.612253906,4.095,4.27358,18775,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.707570176,5.1,4.291746,19577,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
1/4/2022,0.459906702,2.883412,4.33746,21750.05,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.800717078,6.32,4.473268,29735,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
4/8/2022,1.088401902,12.2575,4.669779,46749.68,0,1,93401,SAN LUIS OBISPO,CA,4.40761182,25563,6.131322833,1353078,1353.078
########,0.51054501,3.24,4.072249,11809.97,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
7/29/2021,0.46612587,2.925,4.196747,15730.65,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
6/11/2021,0.498310554,3.15,4.268744,18567.11,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
10/6/2021,0.716003344,5.2,4.323242,21049.51,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
########,0.748188027,5.6,4.361155,22969.68,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
########,0.702430536,5.04,4.375018,23714.71,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
2/9/2021,0.742332282,5.525,4.443036,27735.5,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
12/8/2022,0.835056102,6.84,4.458636,28749.89,0,1,93033,OXNARD,CA,4.40745889,25554,6.130434449,1350313,1350.313
########,0.40654018,2.55,4.10721,12800,0,1,93906,SALINAS,CA,4.407322908,25546,6.129663151,1347917,1347.917
########,0.544333751,3.502142,4.419724,26285.99,0,1,93906,SALINAS,CA,4.407322908,25546,6.129663151,1347917,1347.917
11/8/2022,0.908485019,8.1,4.655617,45249.84,0,1,93906,SALINAS,CA,4.407322908,25546,6.129663151,1347917,1347.917
########,0.562292864,3.65,4.186335,15358,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
########,0.567026366,3.69,4.236033,17220,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
########,0.77815125,6,4.255273,18000,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
########,0.77815125,6,4.38739,24400,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
10/4/2021,0.755874856,5.7,4.528274,33750,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
9/2/2022,0.924279286,8.4,4.696618,49730,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
1/12/2022,0.987666265,9.72,4.700384,50163,0,1,92107,SAN DIEGO,CA,4.407305907,25545,6.129658318,1347902,1347.902
########,0.7084209,5.11,4.176091,15000,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
########,0.783546282,6.075,4.289171,19461.26,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
4/22/2022,1.017033339,10.4,4.419677,26283.1,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
1/12/2021,0.969182859,9.315,4.458624,28749.1,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
########,1.100370545,12.6,4.503148,31852.8,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
########,0.991226076,9.8,4.627624,42425.18,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
########,1.022428371,10.53,4.66276,46000.26,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
7/28/2022,0.903089987,8,4.716003,52000,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
########,1.088136089,12.25,4.746243,55749.75,0,1,91748,ROWLAND HEIGHTS,CA,4.407288906,25544,6.129555201,1347582,1347.582
7/14/2022,0.77815125,6,4.173227,14901.39,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
5/6/2022,0.664695272,4.620567,4.190821,15517.48,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
1/13/2022,0.603177945,4.01031,4.219972,16594.8,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
6/29/2022,0.602059991,4,4.223807,16742,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
########,0.635483747,4.32,4.290503,19521.05,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
7/15/2022,0.707570176,5.1,4.33217,21486.69,0,1,95618,DAVIS,CA,4.407237897,25541,6.129068613,1346073,1346.073
