parcel,sprice,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
05061-07-008-000,309000,1112,1155,1040,1155,1929,1,1,2,2,2,2000,307000,307000,6,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-08-005-000,262000,1112,1292,1292,1292,1936,1,1,2,3,2,4000,258000,270107,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-08-006-000,246000,1112,1212,1130,1130,1929,1,1,2,2,2,2200,243800,249520,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-10-012-000,95000,1112,1047,0,0,1948,1,1,0,2,1,0,95000,96486,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-10-018-000,65000,1112,1129,0,0,1903,1,1,0,2,1,0,65000,67796,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-10-028-000,275000,1112,1040,954,1040,1922,1,1,1,2,2,3000,272000,272000,6,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-11-003-000,150000,1112,780,200,352,1926,1,1,1,2,1,0,150000,151760,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-11-005-000,344000,1112,1297,1170,1297,1933,1,1,2,2,4,4000,340000,340000,6,2012,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-11-007-000,255000,1112,1527,0,0,1949,1,1,2,3,2,5000,250000,268574,11,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-11-010-000,106501,1112,966,0,202,1906,1,1,0,2,1,700,105801,108283,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-11-025-000,69900,1112,864,0,0,1952,1,1,0,2,1,0,69900,69900,3,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-11-025-000,135000,1112,864,0,0,1952,1,1,0,2,1,0,135000,135000,9,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-13-010-000,192000,1112,1064,0,193,1900,1,1,3,2,1,5400,186600,203383,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-14-007-000,95000,1112,1222,0,0,1953,1,1,0,3,2,1900,93100,95284,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-14-013-000,85000,1112,727,0,0,1908,1,1,1,1,1,0,85000,92645,7,2010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-18-009-000,177000,1112,938,838,938,1905,1,1,2,2,3,0,177000,184614,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05061-18-009-000,42000,1112,938,838,938,1905,1,1,2,2,3,0,42000,42000,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-18-009-000,55000,1112,938,838,938,1905,1,1,2,2,3,0,55000,55000,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-19-006-000,64000,1112,813,150,217,1900,1,1,2,2,1,0,64000,64000,2,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-19-017-000,179000,1112,1118,0,0,2005,1,1,2,3,2,4500,174500,183371,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
05061-20-016-000,76000,1112,1068,0,337,1890,1,1,0,2,1,0,76000,76000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05061-23-022-000,139000,1112,1211,0,0,1985,1,1,0,1,2,3000,136000,143977,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
05061-23-031-000,135500,1114,833,791,833,2003,1,1,0,2,2,0,135500,135500,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
05061-24-018-000,288000,1112,1502,685,1502,1905,2,1,2,3,3,0,288000,300388,7,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-00-004-000,190500,1112,933,933,933,1948,1,1,2,2,2,5500,185000,193681,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-00-171-000,176500,1112,836,750,836,1955,1,1,2,2,2,4965,171535,175560,12,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-00-171-000,60000,1112,836,750,836,1955,1,1,2,2,2,0,60000,60000,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-01-005-000,279000,1112,1100,1045,1100,1930,1,1,2,2,2,1350,277650,277650,6,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-01-019-000,300000,1112,1582,1482,1582,1926,1,1,2,3,2,0,300000,303519,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-02-004-000,240000,1112,1055,950,1055,1941,1,1,2,2,2,0,240000,243754,2,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-02-004-000,130000,1112,1055,950,1055,1941,1,1,2,2,2,0,130000,130000,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-04-016-000,91200,1112,756,0,0,1939,1,1,1,2,1,0,91200,91557,5,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-04-017-000,170100,1112,2750,0,1116,1895,4,2,0,6,4,0,170100,170100,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05062-04-021-000,274000,1114,842,0,0,1948,1,2,0,2,2,0,274000,274000,2,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05062-04-022-000,274000,1114,842,0,0,1948,1,2,3,2,2,0,274000,274000,2,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05062-05-002-000,50500,1112,750,146,750,1927,1,1,1,2,1,0,50500,50500,2,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-05-005-000,69599,1112,970,0,580,1931,1,1,0,2,1,0,69599,69599,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-06-029-000,132000,1114,1044,0,0,1970,1,1,1,2,1,0,132000,132000,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05062-06-030-000,128000,1114,1044,0,0,1970,1,1,1,2,1,2500,125500,125500,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
05062-06-030-000,69200,1114,1044,0,0,1970,1,1,1,2,1,0,69200,69200,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05062-07-012-000,110500,1112,1081,0,0,1947,1,1,3,2,2,5199,105301,113536,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-07-016-000,160000,1112,1302,0,338,1901,2,2,0,2,2,4931,155069,159314,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
05062-08-009-000,149000,1112,1061,848,1116,1951,1,1,3,2,2,5215,143785,153906,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-09-004-000,67000,1112,744,0,744,1941,1,1,1,2,1,0,67000,67000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-10-001-000,130000,1112,963,0,0,1947,1,1,1,2,1,0,130000,131525,3,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-10-008-000,100000,1112,1136,0,0,1947,1,1,0,3,1,0,100000,102737,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-10-021-000,330000,1112,1997,1600,1997,1949,1,1,2,4,3,0,330000,332581,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05062-11-002-000,150000,1112,1082,0,0,1946,1,1,0,2,1,4800,145200,156556,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-13-019-000,219100,1112,1174,1174,1174,1952,1,1,3,3,2,3000,216100,225395,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-13-023-000,255500,1112,972,870,972,1952,1,1,3,2,2,0,255500,256499,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-14-010-000,195000,1112,918,826,918,1953,1,1,2,3,2,2287,192713,197988,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-15-005-000,275000,1112,1032,900,1032,1941,1,1,1,2,2,875,274125,293420,12,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-15-018-000,304000,1112,1268,1201,1201,1939,1,1,4,2,2,2560,301440,313228,8,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-15-020-000,211330,1112,1172,1112,1112,1939,1,1,2,2,2,0,211330,220420,7,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-15-023-000,306043,1112,1291,1226,1291,1939,1,1,2,2,2,0,306043,323994,3,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05062-16-011-000,150000,1112,916,0,0,1895,1,1,2,2,1,0,150000,150000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05063-00-050-000,127300,1112,1111,900,1040,1951,1,1,0,3,2,5000,122300,131387,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05063-00-098-000,143000,1112,1001,684,761,1942,1,2,2,3,2,4290,138710,146846,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
05063-00-197-000,11000,1112,2560,0,0,2012,1,2,0,3,2,0,11000,11000,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
05063-11-004-000,162000,1112,725,652,725,1947,1,1,2,2,2,5134,156866,162387,9,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05063-12-014-000,128000,1112,1046,0,0,1951,1,1,0,2,1,3800,124200,128571,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05063-13-030-000,51000,1114,646,600,646,1963,1,1,0,1,2,0,51000,51000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
05063-13-032-000,55000,1114,676,600,676,1963,1,1,0,1,2,0,55000,55000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05064-13-015-000,175000,1112,999,750,999,1951,1,1,3,3,2,5100,169900,175879,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05064-13-015-000,74000,1112,999,750,999,1951,1,1,3,3,2,0,74000,74000,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05064-15-015-000,155000,1112,1338,0,0,1954,1,1,2,2,2,700,154300,162144,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
05064-15-021-000,53760,1114,962,481,962,1962,1,1,0,3,1,0,53760,53760,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05064-16-013-000,94500,1112,1132,220,450,1885,1,2,3,2,2,0,94500,98195,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
05065-02-011-000,85100,1112,672,0,0,1949,1,1,1,2,1,2553,82547,84484,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-02-011-000,147800,1112,672,0,0,1949,1,1,1,2,1,0,147800,147800,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-02-019-000,68500,1112,682,0,0,1949,1,1,3,2,1,0,68500,72518,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-02-026-000,121500,1112,852,0,0,1949,1,1,1,3,1,3000,118500,126378,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-02-026-000,91500,1112,852,0,0,1949,1,1,1,3,1,0,91500,91500,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-03-051-000,50101,1114,742,0,0,1973,1,1,0,2,1,0,50101,50101,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05065-03-055-000,99900,1114,756,0,0,1973,1,1,0,2,1,3000,96900,96900,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
05065-03-055-000,38600,1114,756,0,0,1973,1,1,0,2,1,0,38600,38600,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05065-03-056-000,41100,1114,752,0,0,1973,1,1,0,2,1,0,41100,41100,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
05065-04-018-000,68154,1112,921,0,921,1942,1,1,0,2,1,0,68154,71885,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-05-015-000,155000,1112,1010,449,691,1954,1,1,0,3,2,0,155000,159243,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-05-018-000,80100,1112,757,700,757,1953,1,1,2,2,2,0,80100,86364,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-05-039-000,89205,1114,1476,0,0,2006,1,2,0,4,2,3100,86105,86105,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
05065-08-029-000,92000,1112,1038,720,766,1917,1,1,2,2,1,3000,89000,96309,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-09-006-000,86500,1112,1089,825,1273,1915,1,1,0,2,2,0,86500,87515,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-09-009-000,158000,1112,976,734,816,1953,1,1,2,2,2,4650,153350,159347,8,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-09-009-000,73000,1112,976,734,816,1953,1,1,2,2,2,0,73000,73000,4,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-10-006-000,118900,1112,1071,0,0,1949,1,1,1,3,1,0,118900,125874,3,2011,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-10-006-000,55000,1112,1071,0,0,1949,1,1,1,3,1,0,55000,55000,7,2010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-10-018-000,56500,1112,743,0,0,1953,1,1,0,2,1,0,56500,56500,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-10-020-000,98500,1112,1104,0,0,1953,1,1,2,4,1,0,98500,103507,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-10-026-000,135000,1112,704,0,0,1955,1,1,0,2,1,4327,130673,142426,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-11-004-000,64166,1112,644,297,457,1930,1,1,1,1,1,0,64166,64166,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-11-012-000,100500,1112,1502,0,0,1910,1,1,3,2,2,0,100500,100500,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-12-003-000,129900,1112,704,0,120,1925,1,1,1,1,1,0,129900,139551,11,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-12-019-000,63750,1112,836,0,0,1955,1,1,0,3,1,0,63750,63750,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-13-010-000,72000,1112,1078,0,319,1921,1,1,0,2,1,0,72000,75097,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-13-010-000,75000,1112,1078,0,319,1921,1,1,0,2,1,0,75000,75000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-13-048-000,80250,1112,931,0,0,1922,1,1,0,2,1,0,80250,81819,1,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-14-011-000,156024,1112,922,0,0,1949,1,1,0,3,1,0,156024,156024,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-14-017-000,124900,1112,902,0,0,1949,1,1,1,2,1,3940,120960,130420,10,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-14-020-000,75000,1112,682,0,0,1949,1,1,1,2,1,0,75000,80572,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-16-009-000,143000,1112,1025,0,0,1952,1,1,3,3,1,0,143000,148592,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-16-009-000,69300,1112,1025,0,0,1952,1,1,3,3,1,0,69300,69300,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-16-014-000,100000,1112,965,0,0,1903,1,1,3,2,1,0,100000,105475,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-16-025-000,139900,1112,1792,330,365,1923,1,1,0,6,2,2700,137200,138273,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-17-001-000,270000,1112,1795,0,0,2011,1,1,2,3,2,3086,266914,269001,4,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
05065-17-013-000,61000,1112,944,0,208,1900,1,1,2,2,1,0,61000,62908,10,2011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-17-033-000,46500,1112,772,0,0,1913,1,1,1,2,1,0,46500,46500,8,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-17-050-000,55100,1112,749,0,0,1922,1,1,2,2,1,0,55100,57255,8,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-19-004-000,153000,1112,1302,0,0,1921,1,1,3,3,1,3000,150000,160558,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-19-020-000,81620,1112,1156,0,0,1900,1,1,3,2,1,0,81620,84173,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-19-022-000,56500,1112,700,0,0,1938,1,1,1,2,1,0,56500,56500,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-20-018-000,137000,1112,1052,500,570,1921,1,1,4,3,2,4497,132503,144420,7,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-20-026-000,70000,1112,765,280,530,1926,1,1,3,2,1,0,70000,70821,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
05065-20-034-000,127700,1112,1358,0,186,1900,1,2,2,3,2,3823,123877,126299,1,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
05065-21-006-000,104900,1112,646,0,0,1922,1,1,1,2,1,2000,102900,111752,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-22-023-000,124500,1112,705,0,0,1948,1,1,1,2,1,4800,119700,125317,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
05065-23-001-000,91150,1112,600,0,0,1949,1,1,0,2,1,0,91150,97922,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
